utterance_id,audio_path,sentence,ethnicity,gender,age,first_language,dataset,accent,speaker_id
cv_common_voice_en_18519248,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18519248.mp3,And I emitted a hard laugh — one of the sneering kind.,,,,,commonvoice,,eb83315836f3ab5782fe2d3c0c8f743e9f4d426bca0a7bae10140552cab803d80419bf6408b49921fdd73ad5dd97ce32673b39f38d185d3c2d15da90b5e07b1f
cv_common_voice_en_18268942,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18268942.mp3,The project was short-lived.,,,,,commonvoice,,72c9825fd58a60cbf140fefdac297717533eb1fdefe35229675b0db31ab39620216ef5343947bcc2b51f497918c3b3b972d9a3ae62c4c94e01d88509b1c19ac6
fs_1530b2f2b70250f234adb65b5dac9676,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/1530b2f2b70250f234adb65b5dac9676.wav,hey facebook end call,Pacific Islander,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18546742,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18546742.mp3,I saw the carriage stop.,,,,,commonvoice,,e5c654d278f76f6b03649ebf1badbfff5848b95806ed7d247e6a1a3428d78b2e8420460b7c4bfe991262ac10d66883b4bfbbe2286f2a5288d403883f3bd48120
cv_common_voice_en_18523288,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18523288.mp3,"Abraham is a prophet of the Jewish, Christian and Islamic faiths.",,,,,commonvoice,,3e96eb5d15497a8b72f60677f0aea0129b19280cfaf5ae21c35148226280cfe03efbc1b26382a50f0e4365055a0d9e5c45d3d8f4634689f0a7f4df4572e8a700
cv_common_voice_en_18515601,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18515601.mp3,An invisible pink unicorn.,,male_masculine,thirties,,commonvoice,us,111628a2fe569963f61299f2f01ff4434de9c8701e6066644e40cf6abf770df80334f8a79f49d70aa62252c5a1b19968c87a1ed99703c9a569b9703ce4ea3dbe
fs_5d4e1f87412f0e6fe6bb68d80fdbf685,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5d4e1f87412f0e6fe6bb68d80fdbf685.wav,hey facebook i wanna get a picture,White,female,46 - 65,English,fairspeech,,
fs_d884dcb9c545c97ed0e2017b8a96d848,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d884dcb9c545c97ed0e2017b8a96d848.wav,hey facebook skip this thread,Native American,female,18 - 22,English,fairspeech,,
fs_09ebedf2a77e8ec7e2b50f3e2907c8e6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/09ebedf2a77e8ec7e2b50f3e2907c8e6.wav,delete photo of my cat taken on ten thirteen,Native American,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18618422,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18618422.mp3,I don't see why.,,male_masculine,thirties,,commonvoice,canada,085da0d2d420d3b0b54e6217dfee4ab92d8c8d412a2a3c26022043c30e8d003ff898852fdb84650f252e0584105840736e58fd5e82ba27b9161397c409a706a5
cv_common_voice_en_18549655,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18549655.mp3,Voice systems need to be more forgiving of people who cannot speak clearly.,,female_feminine,thirties,,commonvoice,,81f6c6f90817a8f196da1843163f8aeebc92a3ab259c95b0fa8803dcab26b190ccc5ff9531baae3a70e4523c599892277801a3de49d96e30c62c48d1d71287fd
cv_common_voice_en_18338330,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18338330.mp3,"I have to be careful of them, as they tear very easily.",,male_masculine,thirties,,commonvoice,,25f51d3ad1cf1ad2a659ff86f2de8c50a170a6b2452f52f28d829226ccbd4f558f87f5f2aec8dc6320664ab98cde5f9be96e615964e1b889eebb9792795507b0
cv_common_voice_en_18549460,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18549460.mp3,Some one let the murderers in.,,female_feminine,thirties,,commonvoice,,81f6c6f90817a8f196da1843163f8aeebc92a3ab259c95b0fa8803dcab26b190ccc5ff9531baae3a70e4523c599892277801a3de49d96e30c62c48d1d71287fd
cv_common_voice_en_18655394,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18655394.mp3,"Not readily, sir.",,male_masculine,twenties,,commonvoice,england,ef989de5af94af10dc162a467f35d33269cdf489c260efdda75060617e81c3959cd061e1a0c90c8eaf25e1ae2cfb43816e230d3cf25a1940d8cdfd0fedfaf1bb
cv_common_voice_en_18550138,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18550138.mp3,Fans were beating down the door at the launch of the first iPhone.,,male_masculine,fifties,,commonvoice,us,d341b1cadba7917402509d5145e4c1b788038635cb9e94b55413329398c37edc550f60429f5353d1dbc2bb5911c9ebf286f83a09f2e33299e76b206014fb00bb
fs_7e285f7cc427c4d90b706e4688bbf70a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/7e285f7cc427c4d90b706e4688bbf70a.wav,don't worry it's always rough at first but you'll both get over it soon school is like anything else that happens in life,White,male,46 - 65,English,fairspeech,,
fs_ea6bdd3cde12b115813b6b235e701cd9,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ea6bdd3cde12b115813b6b235e701cd9.wav,hey facebook ignore the message from nicole moby group,Native American,male,23 - 30,English,fairspeech,,
fs_1b25b01d5fbd87781fb7ac62cd48d460,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/1b25b01d5fbd87781fb7ac62cd48d460.wav,hey facebook delete the video of cold case files,Middle Eastern,female,31 - 45,English,fairspeech,,
fs_6fb65f0f1098470d106694471cd3dd07,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/6fb65f0f1098470d106694471cd3dd07.wav,hey facebook take dave portrait picture on my mobile,Black/AA,male,31 - 45,English,fairspeech,,
fs_c6d88be77d175e15c92fe3bf835e0c39,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c6d88be77d175e15c92fe3bf835e0c39.wav,hey facebook send photo to story,Pacific Islander,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18578028,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18578028.mp3,It did make her look like a Pekingese.,,,,,commonvoice,,83abe41bfd385241277c6c131c6b2aff45d960f1fcdcabb97a877277f441af0ade02ed7260ae41020312ebb59bbbaf2570e4f41c3f769ab19d788d6a2bd854e4
fs_c8de3b0e419fb8c80ce0cd47d7e8d399,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c8de3b0e419fb8c80ce0cd47d7e8d399.wav,increase volume on my smartphone to fifteen,Native American,female,46 - 65,English,fairspeech,,
cv_common_voice_en_18645245,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18645245.mp3,Thank you for waiting.,,male_masculine,sixties,,commonvoice,england,ac6c32f959398d495a2bd3ff3a6d7b3dc0f9700ded23aef5f248bc799b3210e84b90cf8eaca63f0bd7caad7fd8d2f1914223a32a39085381242d0f0b0411ce5d
fs_b23e28768195be0793f0d959bf9b322d,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/b23e28768195be0793f0d959bf9b322d.wav,hey facebook open the messenger app and text lisa hey happy birthday see you later,White,female,31 - 45,English,fairspeech,,
fs_ea328f165922acb8d49ac17c9696aa95,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/ea328f165922acb8d49ac17c9696aa95.wav,hey facebook how loud is my phone,Black/AA,female,46 - 65,English,fairspeech,,
fs_f14ee19738890aca55c73c595231f3c3,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f14ee19738890aca55c73c595231f3c3.wav,hey facebook can you capture a photo,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18302191,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18302191.mp3,The motorway was deadlocked.,,,,,commonvoice,,ced5c008157eb7e3ab658bf13a910408e3456951362bebad95c9208323e037a7933a576ba0f3792b07433d180f0d29369d233895511bf9e769300afeedb25f97
fs_7df148812c58e5ddebfed742827e2808,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/7df148812c58e5ddebfed742827e2808.wav,hey facebook change my status to logged on,Asian,female,31 - 45,Malay,fairspeech,,
cv_common_voice_en_18529853,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18529853.mp3,Would you object to my writing it?,,,,,commonvoice,,3519ac588de960aaf6cedf74aaf6b811c17ce570a26e2e0aa4645a34b68423c5a7cf74f7a3e70f5a19125b9bda27cded55b611f86f29590f83cfb16de6988216
cv_common_voice_en_18429744,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18429744.mp3,"He thought, quite rightly, that platypuses were mammals.",,,,,commonvoice,,6e32fc29566c0be57b199a0e683b972b90708e968e12ebbf90017bf80df71567bfaf8224b4e21cc9dd0316f0b82bdcf147bec4725588e0d0df71e9ea92b7ae9e
fs_9cb81fdf3795dd77910292c492d0ca34,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9cb81fdf3795dd77910292c492d0ca34.wav,send message to kimberly the way michael talk to me is very bad i don't like it at all,Black/AA,male,18 - 22,English,fairspeech,,
cv_common_voice_en_18541492,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18541492.mp3,Mary assimilated ideas from the brainstorming session into her plan.,,male_masculine,twenties,,commonvoice,,1d43de7a1c3b2efe4047c304714535d4400e76be2f989e97d6ab3f5c86f10bc0e673c574496da92601888892c2a6e9da8523cbe96ff96fcb06a6fc015cc4a411
fs_a46e3c3790667562f6a4051e20b0b00a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/a46e3c3790667562f6a4051e20b0b00a.wav,hello just want to let you know i miss you we need to make plans to meet soon,Black/AA,female,46 - 65,English,fairspeech,,
fs_784f7f0d84e342aa3778cc3b77453b46,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/784f7f0d84e342aa3778cc3b77453b46.wav,phone start new text message contact cousin john what is grandma's recipe for baking cookies chocolate chip cookies message send,Native American,female,31 - 45,English,fairspeech,,
fs_d35a04b755cb7a83acf35e448c00c0a4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d35a04b755cb7a83acf35e448c00c0a4.wav,add this song to my liked songs playlist,Asian,female,31 - 45,English,fairspeech,,
fs_c1ab1facec929c6feb2276de5402a784,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/c1ab1facec929c6feb2276de5402a784.wav,reply to dad okay dad i got what you needed and i'm on my way,White,female,31 - 45,Russian,fairspeech,,
cv_common_voice_en_111906,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_111906.mp3,A man with a camera and another man with a baby stroller are standing in a fenced in area,,female_feminine,twenties,,commonvoice,us,55d5e48790afbe311a818e0fb4f787e2203725c648e9817ad204cb4063f358462a427ab756d9a30760e5567f1718970a7507dbb5f6c8667caf8a8c36ec40c4a4
fs_db47499ae50d0744057316a9ca5a5e0d,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/db47499ae50d0744057316a9ca5a5e0d.wav,open messenger send daniel a new message let's meet,Black/AA,male,18 - 22,English,fairspeech,,
cv_common_voice_en_162763,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_162763.mp3,A group of bystanders view the Eiffel Tower from a balcony.,,male_masculine,seventies,,commonvoice,us,f148bbf4cd30561010300193263d00b4b009118933da4c5cc7c8cb166f24e9a1cd232f8073c7574055f8dbb373fb0d69b28b5f5e9659d011feff4345e160044f
cv_common_voice_en_18539262,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18539262.mp3,I fitted a chrome bezel on the grill of my lorry.,,,,,commonvoice,,12c82e27319439e6d86414effe60e3eb93bd16ed29e800cb05ae79a39d4a57228e15e6de97a714b76c2e532069de10df47faf5496e21f076c27eac795684a6bf
fs_d1639ee442e60369d88fd15c7f74a0d1,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d1639ee442e60369d88fd15c7f74a0d1.wav,please search christmas i love you,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18528900,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18528900.mp3,A machine learning model will need to be retrained to avoid decay.,,male_masculine,thirties,,commonvoice,us,bb279f44769a5efc60d6ecfa7621ece883444219301dce7ca2836de9dd57e49dd60c3542bc5bd8ebbb79191586ab5df49681962ce6f4c6646c825fb195d4a2bb
fs_08a92e483f2d954a97b5da9dd1e647e6,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/08a92e483f2d954a97b5da9dd1e647e6.wav,hey facebook increase volume to max,White,female,18 - 22,English,fairspeech,,
fs_56b862857c67a2fb564ab505e083ddf0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/56b862857c67a2fb564ab505e083ddf0.wav,send text to jason so good to meet you today so what do you like to do for fun,White,female,46 - 65,English,fairspeech,,
fs_1fda33c94065a48713900797598150a0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/1fda33c94065a48713900797598150a0.wav,hey facebook open the message from milo in whatsapp,Asian,female,31 - 45,Hindi,fairspeech,,
cv_common_voice_en_18618436,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18618436.mp3,He hesitated for a moment as he glanced over what was written.,,male_masculine,twenties,,commonvoice,filipino,cc63e15fac564714cc528252b8aaed7c11d41dd486c5c5f22fff908fdf487cac15c2775d4d4b439e141338de0133abe55f16a64ef6c2b3b571036e78d52224ab
fs_9ee933e5121263c65f67a84104acaadf,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9ee933e5121263c65f67a84104acaadf.wav,i want you to search me old school song by r kelly,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18119263,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18119263.mp3,There is convection in the magma chamber.,,,,,commonvoice,,8ddc24ab444a2b647790d3975ce1b49c42fc35e20be3f838c0127ae542f5a104b05f319cf6d135f862acf4494f0214f8218ca0359014c954dd7901424aae72b4
fs_9df36f6f724a462dedda0fdd4ce1af3b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9df36f6f724a462dedda0fdd4ce1af3b.wav,text my besties group,White,female,46 - 65,English,fairspeech,,
fs_09930ad119fbe67d77a5a24c6faafb9a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/09930ad119fbe67d77a5a24c6faafb9a.wav,hey facebook play start playing,Native American,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18299157,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18299157.mp3,The pen's ink leaked into the bag.,,male_masculine,twenties,,commonvoice,us,7e206a2a591983db7f1d860dd0fcbd14c916e0ff49261bca9762d1f7518250772c106e574fce734b83ad763287f45f93cdbc704137a4ccebeb198768169f9ca0
cv_common_voice_en_18428333,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18428333.mp3,I shout that every single day!,,,,,commonvoice,,ae03df73c5079b45b0c43860bdd49b8cb89d531a9ff69db3126ef3657f79a0b673ed6182e1729e683f8a7543311de9e217780fe1ef5acfecbe6f82ff4fc5097c
fs_a8c05ff873f6d316b1286846745d737b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/a8c05ff873f6d316b1286846745d737b.wav,reply to mom there was this one place that had this macaroni and cheese but the cheese was like a six cheese blend and everything was super fresh i think we should go check it out maybe on the weekend question mark send,Hispanic,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18626593,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18626593.mp3,"Harry was laughing hysterically, like a man off his head.",,male_masculine,fifties,,commonvoice,england,59a350ba345823f7b516bbf091978d8950997dd42108f7907aab50e6d626525f338e6767cc9541b95667fdf1825cb99d87c2fa0ec971bcdd34e5f2ffeee39285
cv_common_voice_en_18530328,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18530328.mp3,I hate it and detest it.,,,,,commonvoice,,e9f9bd196cb072fa9b3c819b39a2ad13d91cf18acbaae4339b8f7064cff30670ce204842007a119c67043c863eec8c3b953afeb2fe32306156f35fc1857c77aa
cv_common_voice_en_18638222,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18638222.mp3,Humanity has harnessed electricity and every product is boosted by it.,,male_masculine,twenties,,commonvoice,indian,e3675b5ea1c80bee15aee10cb873de36d900fcc90e87de848cc4d9ef536f4e1d9aa6ae1b677eff71141c87899ec04a3db70cc3f53c942c7522782d0ce18bfff5
fs_a37c2ecd95fbb459b90c9b9957147a8b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/a37c2ecd95fbb459b90c9b9957147a8b.wav,on the way now be there in five,White,female,18 - 22,English,fairspeech,,
cv_common_voice_en_18598591,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18598591.mp3,Is this gluten-free?,,male_masculine,thirties,,commonvoice,us,344908c02bd9ae437d19d5b7ba3fe238a770da115d0a546adf1c20601008a1e2dabdd9f029d8e71c56e107b48f6baed0d87fed3a0e63eb9425be221055d40c12
fs_85785bf2a07b2b46a2a2abca95298d4e,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/85785bf2a07b2b46a2a2abca95298d4e.wav,shuffle my music list,Black/AA,male,23 - 30,English,fairspeech,,
cv_common_voice_en_18628356,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18628356.mp3,Reforestation schemes are being implemented in a desperate bid to tackle climate change.,,,,,commonvoice,,e588a1ac0ed95bf671275b0c7bd3e3cc66c8d51f4026f63a035fa83a179d25ad5d991021a40248f108f4216517c5277eb79eb2963fa53f500961427574f7f81c
fs_9071a17b6ce3efa48f9ba5d3e0b25ef5,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9071a17b6ce3efa48f9ba5d3e0b25ef5.wav,send a message in the group chat of my friends telling them i really wanna go to the lake this weekend it's a tourist spot i've always want to visit,Native American,female,23 - 30,English,fairspeech,,
cv_common_voice_en_18419378,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18419378.mp3,Our profits have quintupled over the past three years.,,,,,commonvoice,,e3d511cdc713f158fc52d4cb4849c9105e6f09d4b1ace7ad48063fcc51c4dcb641db89b1dd873e53bcdbad533521ec95f81371267906392a0ac7451d9d9b5e59
cv_common_voice_en_18617110,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18617110.mp3,Some smartwatches can detect atrial fibrillation.,,,,,commonvoice,,ce661b5da752df0a5420cf82540b61ec910e2206bba56afb8c4648a79bc5545bf6161fac9786e8cf28a35e2044c35556283bf3f70ebc128a9ae6797baabd187d
fs_29b48f3b11198bb457e03d8660ba5dd0,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/29b48f3b11198bb457e03d8660ba5dd0.wav,hey facebook would you record the next five minutes of this video,Native American,female,46 - 65,English,fairspeech,,
fs_f2de9609f32000bad6c0c815b03cbd3b,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f2de9609f32000bad6c0c815b03cbd3b.wav,hey facebook can you make my availability to be online,Native American,female,31 - 45,English,fairspeech,,
fs_45631f810042cfae2151d64cb04a82c4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/45631f810042cfae2151d64cb04a82c4.wav,text my closest friend that she should get prepare,Black/AA,male,31 - 45,English,fairspeech,,
fs_d6ab5f6ba4aa091b4c97ec52e37195a2,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/d6ab5f6ba4aa091b4c97ec52e37195a2.wav,search cardi b playlist on spotify,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18638397,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18638397.mp3,"Money borrowed must be repaid, never squander it.",,male_masculine,teens,,commonvoice,us,29b1e5a58d1667d4ac45832ec195356598a69f66680877b0d5ee465ce2404c0186affc81ffe4a29df35203fc07a0fc5714c60d914a88aa36d7f84c94dc381d2f
fs_5ba6a325c9648ced5b66fe1acfa2bc0a,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/5ba6a325c9648ced5b66fe1acfa2bc0a.wav,take a photo of my dog,White,female,46 - 65,Italian,fairspeech,,
fs_9230ee4d3509e44279fe518661b69923,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9230ee4d3509e44279fe518661b69923.wav,who sings the song hello,White,female,18 - 22,English,fairspeech,,
cv_common_voice_en_18335340,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18335340.mp3,Does that ready meal have an expiry date?,,male_masculine,twenties,,commonvoice,england,2a81378bc338c945b34d00202b8337714e75171ad2b4b4dcff72a636ec51b6f00a32210fdf58b5b1af5c3796b45155cd4a545340a414491bef3a5e63e226a0e5
cv_common_voice_en_18616574,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18616574.mp3,We must not be so ready to fancy ourselves intentionally injured.,,male_masculine,twenties,,commonvoice,,82524cb6841ce956bb41150eb819d81529fc112d636279f7b176a2d8efabea2d922a86d05de72f4470a0f5a3339e9d0770685f3a64e4c3a3dd4e965514435333
fs_9b8b4d958bcf3df1e2d2704294de9294,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9b8b4d958bcf3df1e2d2704294de9294.wav,hey facebook document the video for three hours,Middle Eastern,male,31 - 45,English,fairspeech,,
fs_09feae726b6b49ac9f0d10530081be96,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/09feae726b6b49ac9f0d10530081be96.wav,hey facebook what's the latest text from the group chat in whatsapp,White,male,46 - 65,English,fairspeech,,
cv_common_voice_en_18481599,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18481599.mp3,He was loving it!,,,,,commonvoice,,3fe1e11221e4699549cdd3e16ef6ddab74eee0b494e824ec26d7af22d9293e2038c92142d3126d2efb96e90fdaea658f33cb57b166a0d299540025b77522ecc7
fs_2feeaf08efa052273278aa5820e74563,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/2feeaf08efa052273278aa5820e74563.wav,reply back to damon's message that's not the ingredients you told me earlier for the recipe i need the correct ingredients,Native American,female,31 - 45,English,fairspeech,,
cv_common_voice_en_18598164,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18598164.mp3,We can market products relevant to customers.,,,,,commonvoice,,e17ab36a44291086eec1948f489db2867b72b474d4ca58b6dc7605ba44f8dd73e768eb324edce2f08b0032cb96baecb9e136306c91adcab7acd330db38cebeec
cv_common_voice_en_18330554,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18330554.mp3,Everything seems to happen on Tuesday.,,male_masculine,thirties,,commonvoice,australia,2a9f3c4be615ae8282dbe080641e46a34233f149e28421c395c9e4d18edb7e7ff40cb3a48a7b8e6bb56fc23bfc6b3c0f598f5bbd024ec7e692b8ac429fca629d
cv_common_voice_en_18571121,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18571121.mp3,I released the brakes just in time.,,,,,commonvoice,,9ed1ff0740f4bd2cd9e374fe553f921a0436da2c2c7de10dfbe882cf116ac252104e19af88cc3038530ddc63c4855d0436300b28b2fa85f985bce0f5de71cf4e
cv_common_voice_en_162695,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_162695.mp3,A smiling child wearing a pink shirt and goggles jumps into a swimming pool,,male_masculine,seventies,,commonvoice,us,f148bbf4cd30561010300193263d00b4b009118933da4c5cc7c8cb166f24e9a1cd232f8073c7574055f8dbb373fb0d69b28b5f5e9659d011feff4345e160044f
fs_9ee9003968486646ebf353676f9013d4,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9ee9003968486646ebf353676f9013d4.wav,hey facebook tell me the current message from the group childhood friends in whatsapp,White,female,31 - 45,Arabic,fairspeech,,
cv_common_voice_en_18627941,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18627941.mp3,But this demolished the whole of his theory about the motorcar.,,male_masculine,fifties,,commonvoice,england,59a350ba345823f7b516bbf091978d8950997dd42108f7907aab50e6d626525f338e6767cc9541b95667fdf1825cb99d87c2fa0ec971bcdd34e5f2ffeee39285
fs_54739d085f0532edd21634f3272f1b61,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/54739d085f0532edd21634f3272f1b61.wav,hey facebook answer,Hispanic,female,23 - 30,Spanish,fairspeech,,
fs_f3c8c1d546fd5102c20b484c5f3f8dd7,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f3c8c1d546fd5102c20b484c5f3f8dd7.wav,move to my unlike songs,Hispanic,female,31 - 45,Spanish,fairspeech,,
fs_f6d682a738cd03578bab20da8e1031a5,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/f6d682a738cd03578bab20da8e1031a5.wav,play some music by artist,Hispanic,female,23 - 30,Spanish,fairspeech,,
cv_common_voice_en_18634540,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18634540.mp3,"Ok, so I was a little dramatic, but you saw what happened!",,female_feminine,thirties,,commonvoice,us,69a0609f88e199375d01542fdece3c120c0acc97c25e0fa337d93b740fd9cd7752c9de466b97ae944e3e6a74120a0656395db2e21308c09af70e0dae755385c4
fs_9b3a8ea71e6317eed5f21c66f0c3b396,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/9b3a8ea71e6317eed5f21c66f0c3b396.wav,hey facebook what's the current music playing,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_175532,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_175532.mp3,Group of males surrounding a female sitting in a chair.,,male_masculine,twenties,,commonvoice,us,204ee4b196500c3cd8a68aa6f10b415e4ca9db7288d98ed3d35515e692089f620d8dd45b86fbddf3210219401b1a1779a059ed1ce416bb429fd607379f08c4b2
fs_8ff21444e98200cbb85caf1206a6bb8f,/home/zeus/project/datasets/meta_speech_fairness/asr_fairness_audio/8ff21444e98200cbb85caf1206a6bb8f.wav,i'm on my way to the grocery store right now i can't do this alone my hands are occupied,Black/AA,male,31 - 45,English,fairspeech,,
cv_common_voice_en_18294978,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18294978.mp3,Parcels arrive just in time.,,,,,commonvoice,,ef73e2191dd8b2ccdcec03dde71721a9f04b3df0ce4d5d6e34ad8e0332819c7113bb0a91d0f4a270334efedc6539d99e63d1a2763355b5b451fb3f1305eac8ba
cv_common_voice_en_18650680,/home/zeus/project/datasets/cv-corpus-25.0-2026-03-09/en/clips/common_voice_en_18650680.mp3,We then went to her room and discovered her diamonds and her ornaments.,,male_masculine,twenties,,commonvoice,us,ffe915567535fdc3050f0b7dc7b530496048b939359643a5612904516d33a9293a47b919576d83a8e4743fab0ec7da2d9d6590111ec31f8b101aad1890d58b0f
